HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:49632,LINC01201,long intergenic non-protein coding RNA 1201,Approved,"RNA, long non-coding",,TCONS_00017091,Xq26.1,104266960,ENSG00000228659,OTTHUMG00000022403,1986,Long intergenic non-protein coding RNAs
HGNC:49633,LINC01202,long intergenic non-protein coding RNA 1202,Approved,"RNA, long non-coding",,,5q34,104326188,ENSG00000280776,OTTHUMG00000189552,1986,Long intergenic non-protein coding RNAs
HGNC:49634,LINC01203,long intergenic non-protein coding RNA 1203,Approved,"RNA, long non-coding",,,Xp22.2,100133123,ENSG00000226985,OTTHUMG00000021151,1986,Long intergenic non-protein coding RNAs
HGNC:49635,LINC01204,long intergenic non-protein coding RNA 1204,Approved,"RNA, long non-coding",,,Xp11.3,101927528,ENSG00000229563,OTTHUMG00000021406,1986,Long intergenic non-protein coding RNAs
HGNC:49636,LINC01205,long intergenic non-protein coding RNA 1205,Approved,"RNA, long non-coding",,,3q13.13,401082,ENSG00000228980,OTTHUMG00000159217,1986,Long intergenic non-protein coding RNAs
HGNC:49637,LINC01206,long intergenic non-protein coding RNA 1206,Approved,"RNA, long non-coding",,,3q26.33,100996490,ENSG00000242512,OTTHUMG00000158238,1986,Long intergenic non-protein coding RNAs
HGNC:49639,LINC01208,long intergenic non-protein coding RNA 1208,Approved,"RNA, long non-coding",,,3q26.32,100505547,ENSG00000223715,OTTHUMG00000157218,1986,Long intergenic non-protein coding RNAs
HGNC:49640,LINC01209,long intergenic non-protein coding RNA 1209,Approved,"RNA, long non-coding",,,3q26.32,101928684,ENSG00000228308,OTTHUMG00000157300,1986,Long intergenic non-protein coding RNAs
HGNC:49642,LINC01210,long intergenic non-protein coding RNA 1210,Approved,"RNA, long non-coding",,,3q22.3,100507274,ENSG00000239513,OTTHUMG00000159758,1986,Long intergenic non-protein coding RNAs
HGNC:49648,LINC01213,long intergenic non-protein coding RNA 1213,Approved,"RNA, long non-coding",,,3q25.1,101927992,ENSG00000244541,OTTHUMG00000159737,1986,Long intergenic non-protein coding RNAs
HGNC:49650,LINC01214,long intergenic non-protein coding RNA 1214,Approved,"RNA, long non-coding",,,3q25.1,101928022,ENSG00000243550,OTTHUMG00000159735,1986,Long intergenic non-protein coding RNAs
HGNC:49651,LINC01215,long intergenic non-protein coding RNA 1215,Approved,"RNA, long non-coding",,,3q13.12,101929623,ENSG00000271856,OTTHUMG00000185591,1986,Long intergenic non-protein coding RNAs
HGNC:41418,LINC01216,long intergenic non-protein coding RNA 1216,Approved,"RNA, long non-coding",EMCN-IT3,,4q24,100874275,ENSG00000250223,OTTHUMG00000161053,1986,Long intergenic non-protein coding RNAs
HGNC:41419,LINC01217,long intergenic non-protein coding RNA 1217,Approved,"RNA, long non-coding",EMCN-IT2,,4q24,100874276,ENSG00000251219,OTTHUMG00000161750,1986,Long intergenic non-protein coding RNAs
HGNC:41420,LINC01218,long intergenic non-protein coding RNA 1218,Approved,"RNA, long non-coding",EMCN-IT1,,4q24,107986233,ENSG00000251636,OTTHUMG00000161011,1986,Long intergenic non-protein coding RNAs
HGNC:49653,LINC01219,long intergenic non-protein coding RNA 1219,Approved,"RNA, long non-coding",,,11p15.5,104355220,ENSG00000232987,OTTHUMG00000012473,1986,Long intergenic non-protein coding RNAs
HGNC:49664,LINC01220,long intergenic non-protein coding RNA 1220,Approved,"RNA, long non-coding",,,14q24.3,731223,ENSG00000259687,OTTHUMG00000171867,1986,Long intergenic non-protein coding RNAs
HGNC:49671,LINC01221,long intergenic non-protein coding RNA 1221,Approved,"RNA, long non-coding",,TCONS_00000366,1q32.1,104266961,ENSG00000235492,OTTHUMG00000035893,1986,Long intergenic non-protein coding RNAs
HGNC:49672,LINC01222,long intergenic non-protein coding RNA 1222,Approved,"RNA, long non-coding",,TCONS_00000112,1q32.1,102800316,ENSG00000233410,OTTHUMG00000035892,1986,Long intergenic non-protein coding RNAs
HGNC:49676,LINC01224,long intergenic non-protein coding RNA 1224,Approved,"RNA, long non-coding",,,19p12,104472717,ENSG00000269416,OTTHUMG00000183272,1986,Long intergenic non-protein coding RNAs
HGNC:49678,LINC01226,long intergenic non-protein coding RNA 1226,Approved,"RNA, long non-coding",,SEELA2,1p35.2,284551,ENSG00000284543,,1986,Long intergenic non-protein coding RNAs
HGNC:49680,LINC01227,long intergenic non-protein coding RNA 1227,Approved,"RNA, long non-coding",,,16q23.2,101928276,ENSG00000260737,OTTHUMG00000176267,1986,Long intergenic non-protein coding RNAs
HGNC:49681,LINC01228,long intergenic non-protein coding RNA 1228,Approved,"RNA, long non-coding",,lincRNA-DYNLRB2-2,16q23.2,104266962,ENSG00000261082,OTTHUMG00000176977,1986,Long intergenic non-protein coding RNAs
HGNC:49682,LINC01229,long intergenic non-protein coding RNA 1229,Approved,"RNA, long non-coding",,TCONS_00024480,16q23.2,101928248,ENSG00000260876,OTTHUMG00000176975,1986,Long intergenic non-protein coding RNAs
HGNC:49688,LINC01231,long intergenic non-protein coding RNA 1231,Approved,"RNA, long non-coding",,,9p24.2,101929247,ENSG00000236511,OTTHUMG00000019454,1986,Long intergenic non-protein coding RNAs
HGNC:49755,LINC01232,long intergenic non-protein coding RNA 1232,Approved,"RNA, long non-coding",LINC00449,"FLJ41590, TCONS_00021520",13q32.3,102725509,ENSG00000280734,OTTHUMG00000189525,1986,Long intergenic non-protein coding RNAs
HGNC:49756,LINC01233,long intergenic non-protein coding RNA 1233,Approved,"RNA, long non-coding",,XLOC_013014,19p12,100128139,ENSG00000269364,OTTHUMG00000182980,1986,Long intergenic non-protein coding RNAs
HGNC:49757,LINC01234,long intergenic non-protein coding RNA 1234,Approved,"RNA, long non-coding",,"onco-lncRNA-32, MBOP",12q24.13,100506465,ENSG00000249550,OTTHUMG00000169644,1986,Long intergenic non-protein coding RNAs
HGNC:49769,LINC01235,long intergenic non-protein coding RNA 1235,Approved,"RNA, long non-coding",,FLJ41200,9p23,401492,ENSG00000270547,OTTHUMG00000185076,1986,Long intergenic non-protein coding RNAs
HGNC:49793,LINC01237,long intergenic non-protein coding RNA 1237,Approved,"RNA, long non-coding",LINC01238,,2q37.3,101927289,ENSG00000233806,OTTHUMG00000151343,1986,Long intergenic non-protein coding RNAs
HGNC:49796,LINC01239,long intergenic non-protein coding RNA 1239,Approved,"RNA, long non-coding",,,9p21.3,441389,ENSG00000234840,OTTHUMG00000019696,1986,Long intergenic non-protein coding RNAs
HGNC:49804,LINC01241,long intergenic non-protein coding RNA 1241,Approved,"RNA, long non-coding",,,9p21.2,101929582,ENSG00000236306,OTTHUMG00000019705,1986,Long intergenic non-protein coding RNAs
HGNC:49810,LINC01242,long intergenic non-protein coding RNA 1242,Approved,"RNA, long non-coding",,,9p21.1,401497,ENSG00000280683,OTTHUMG00000189587,1986,Long intergenic non-protein coding RNAs
HGNC:49814,LINC01243,long intergenic non-protein coding RNA 1243,Approved,"RNA, long non-coding",,,9p21.1,101929620,ENSG00000260720,OTTHUMG00000175494,1986,Long intergenic non-protein coding RNAs
HGNC:49840,LINC01246,long intergenic non-protein coding RNA 1246,Approved,"RNA, long non-coding",,,2p25.2,102800315,,OTTHUMG00000151631,1986,Long intergenic non-protein coding RNAs
HGNC:49841,LINC01247,long intergenic non-protein coding RNA 1247,Approved,"RNA, long non-coding",,,2p25.2,101929390,ENSG00000227007,OTTHUMG00000151457,1986,Long intergenic non-protein coding RNAs
HGNC:49842,LINC01248,long intergenic non-protein coding RNA 1248,Approved,"RNA, long non-coding",,,2p25.2,102723818,ENSG00000224128,OTTHUMG00000151424,1986,Long intergenic non-protein coding RNAs
HGNC:49843,LINC01249,long intergenic non-protein coding RNA 1249,Approved,"RNA, long non-coding",,,2p25.2,727982,ENSG00000231532,OTTHUMG00000151581,1986,Long intergenic non-protein coding RNAs
HGNC:49844,LINC01250,long intergenic non-protein coding RNA 1250,Approved,"RNA, long non-coding",,FLJ37991,2p25.3,101927554,ENSG00000234423,OTTHUMG00000151427,1986,Long intergenic non-protein coding RNAs
HGNC:27888,LINC01252,long intergenic non-protein coding RNA 1252,Approved,"RNA, long non-coding",,,12p13.2,338817,ENSG00000247157,OTTHUMG00000168537,1986,Long intergenic non-protein coding RNAs
HGNC:49870,LINC01254,long intergenic non-protein coding RNA 1254,Approved,"RNA, long non-coding",,,18p11.22,101927350,ENSG00000260913,OTTHUMG00000176120,1986,Long intergenic non-protein coding RNAs
HGNC:49871,LINC01255,long intergenic non-protein coding RNA 1255,Approved,"RNA, long non-coding",,,18p11.21,101927433,ENSG00000267252,OTTHUMG00000180596,1986,Long intergenic non-protein coding RNAs
HGNC:49895,LINC01256,long intergenic non-protein coding RNA 1256,Approved,"RNA, long non-coding",,TCONS_l2_00021715,4q28.3,104355285,ENSG00000251398,OTTHUMG00000161768,1986,Long intergenic non-protein coding RNAs
HGNC:26972,LINC01257,long intergenic non-protein coding RNA 1257,Approved,"RNA, long non-coding",,,12q24.33,116437,ENSG00000204603,OTTHUMG00000168350,1986,Long intergenic non-protein coding RNAs
HGNC:49898,LINC01258,long intergenic non-protein coding RNA 1258,Approved,"RNA, long non-coding",,,4p14,101928776,ENSG00000249534,OTTHUMG00000160414,1986,Long intergenic non-protein coding RNAs
HGNC:49899,LINC01259,long intergenic non-protein coding RNA 1259,Approved,"RNA, long non-coding",,TCONS_00007515,4p14,106144599,ENSG00000249667,OTTHUMG00000160486,1986,Long intergenic non-protein coding RNAs
HGNC:50275,LINC01262,long intergenic non-protein coding RNA 1262,Approved,"RNA, long non-coding",,"TCONS_l2_00021807, RP11-462G22.1",4q35.2,101928971,ENSG00000250739,OTTHUMG00000160329,1986,Long intergenic non-protein coding RNAs
HGNC:50282,LINC01264,long intergenic non-protein coding RNA 1264,Approved,"RNA, long non-coding",,RP11-124O11.2,10q11.21,104266963,ENSG00000229630,OTTHUMG00000018022,1986,Long intergenic non-protein coding RNAs
HGNC:50297,LINC01265,long intergenic non-protein coding RNA 1265,Approved,"RNA, long non-coding",,,5p13.1,101926904,,,1986,Long intergenic non-protein coding RNAs
HGNC:50309,LINC01266,long intergenic non-protein coding RNA 1266,Approved,"RNA, long non-coding",,,3p26.3,101927215,ENSG00000224957,OTTHUMG00000154876,1986,Long intergenic non-protein coding RNAs
HGNC:50320,LINC01267,long intergenic non-protein coding RNA 1267,Approved,"RNA, long non-coding",,,3p25.1,101927565,ENSG00000251576,OTTHUMG00000167093,1986,Long intergenic non-protein coding RNAs
HGNC:50325,LINC01269,long intergenic non-protein coding RNA 1269,Approved,"RNA, long non-coding",,"HNSCAT1, PARLncRNA-1, lncRNA-RP6-65G23.1",14q24.2,103695436,ENSG00000258689,OTTHUMG00000171248,1986,Long intergenic non-protein coding RNAs
HGNC:27658,LINC01270,long intergenic non-protein coding RNA 1270,Approved,"RNA, long non-coding",,,20q13.13,284751,ENSG00000203999,OTTHUMG00000032719,1986,Long intergenic non-protein coding RNAs
HGNC:50327,LINC01271,long intergenic non-protein coding RNA 1271,Approved,"RNA, long non-coding",,,20q13.13,101927586,ENSG00000233077,OTTHUMG00000032720,1986,Long intergenic non-protein coding RNAs
HGNC:50329,LINC01273,long intergenic non-protein coding RNA 1273,Approved,"RNA, long non-coding",,,20q13.13,101927541,ENSG00000231742,OTTHUMG00000032718,1986,Long intergenic non-protein coding RNAs
HGNC:50331,LINC01275,long intergenic non-protein coding RNA 1275,Approved,"RNA, long non-coding",,,20q13.13,101927512,ENSG00000237595,OTTHUMG00000032717,1986,Long intergenic non-protein coding RNAs
HGNC:50333,LINC01276,long intergenic non-protein coding RNA 1276,Approved,"RNA, long non-coding",,,6p21.1,103106903,ENSG00000226917,OTTHUMG00000067927,1986,Long intergenic non-protein coding RNAs
HGNC:50334,LINC01277,long intergenic non-protein coding RNA 1277,Approved,"RNA, long non-coding",,,6q24.2,100507489,ENSG00000229017,OTTHUMG00000015718,1986,Long intergenic non-protein coding RNAs
HGNC:28090,LINC01278,long intergenic non-protein coding RNA 1278,Approved,"RNA, long non-coding",,,Xq11.1,92249,ENSG00000235437,OTTHUMG00000021699,1986,Long intergenic non-protein coding RNAs
HGNC:50336,LINC01280,long intergenic non-protein coding RNA 1280,Approved,"RNA, long non-coding",,,2q35,101928232,ENSG00000224391,OTTHUMG00000155340,1986,Long intergenic non-protein coding RNAs
HGNC:50337,LINC01281,long intergenic non-protein coding RNA 1281,Approved,"RNA, long non-coding",,,Xp11.4,286442,ENSG00000235304,OTTHUMG00000024095,1986,Long intergenic non-protein coding RNAs
HGNC:50338,LINC01282,long intergenic non-protein coding RNA 1282,Approved,"RNA, long non-coding",,,Xp11.4,101927449,ENSG00000236747,OTTHUMG00000024096,1986,Long intergenic non-protein coding RNAs
HGNC:50339,LINC01283,long intergenic non-protein coding RNA 1283,Approved,"RNA, long non-coding",,,Xp11.4,107985711,ENSG00000234191,OTTHUMG00000024097,1986,Long intergenic non-protein coding RNAs
HGNC:50342,LINC01284,long intergenic non-protein coding RNA 1284,Approved,"RNA, long non-coding",,,Xp11.22,101926971,ENSG00000230317,OTTHUMG00000021529,1986,Long intergenic non-protein coding RNAs
HGNC:50344,LINC01285,long intergenic non-protein coding RNA 1285,Approved,"RNA, long non-coding",,,Xq24,101928287,ENSG00000203650,OTTHUMG00000022260,1986,Long intergenic non-protein coding RNAs
HGNC:50351,LINC01287,long intergenic non-protein coding RNA 1287,Approved,"RNA, long non-coding",,TCONS_l2_00027522,7q36.2,103724390,ENSG00000234722,OTTHUMG00000151464,1986,Long intergenic non-protein coding RNAs
HGNC:50353,LINC01288,long intergenic non-protein coding RNA 1288,Approved,"RNA, long non-coding",,TCONS_00014671,8p12,103689844,ENSG00000254344,OTTHUMG00000163964,1986,Long intergenic non-protein coding RNAs
HGNC:50354,LINC01289,long intergenic non-protein coding RNA 1289,Approved,"RNA, long non-coding",,,8q12.3,286184,ENSG00000253734,OTTHUMG00000164399,1986,Long intergenic non-protein coding RNAs
HGNC:50356,LINC01290,long intergenic non-protein coding RNA 1290,Approved,"RNA, long non-coding",,,16p13.13,106144584,ENSG00000260468,OTTHUMG00000177103,1986,Long intergenic non-protein coding RNAs
HGNC:50358,LINC01291,long intergenic non-protein coding RNA 1291,Approved,"RNA, long non-coding",LINC01293,"TCONS_00002938, AC104135.4",2p12,102724515,ENSG00000204792,OTTHUMG00000152932,1986,Long intergenic non-protein coding RNAs
HGNC:50443,LINC01297,long intergenic non-protein coding RNA 1297,Approved,"RNA, long non-coding",,,14q11.2,115694671,ENSG00000274827,OTTHUMG00000170514,1986,Long intergenic non-protein coding RNAs
HGNC:32292,LINC01298,long intergenic non-protein coding RNA 1298,Approved,"RNA, long non-coding",C8orf69,,8q22.1,619344,ENSG00000253351,OTTHUMG00000164662,1986,Long intergenic non-protein coding RNAs
HGNC:27839,LINC01299,long intergenic non-protein coding RNA 1299,Approved,"RNA, long non-coding",,,8q13.1,286186,ENSG00000254081,OTTHUMG00000164373,1986,Long intergenic non-protein coding RNAs
HGNC:50460,LINC01300,long intergenic non-protein coding RNA 1300,Approved,"RNA, long non-coding",,,8q24.3,731779,ENSG00000253595,OTTHUMG00000164482,1986,Long intergenic non-protein coding RNAs
HGNC:50464,LINC01301,long intergenic non-protein coding RNA 1301,Approved,"RNA, long non-coding",,,8q12.1,100505532,ENSG00000251396,OTTHUMG00000165326,1986,Long intergenic non-protein coding RNAs
HGNC:50470,LINC01303,long intergenic non-protein coding RNA 1303,Approved,"RNA, long non-coding",,,14q23.1,101927780,ENSG00000250548,OTTHUMG00000171534,1986,Long intergenic non-protein coding RNAs
HGNC:50472,LINC01304,long intergenic non-protein coding RNA 1304,Approved,"RNA, long non-coding",,,2p25.3,100505964,ENSG00000237401,OTTHUMG00000151486,1986,Long intergenic non-protein coding RNAs
HGNC:27690,LINC01305,long intergenic non-protein coding RNA 1305,Approved,"RNA, long non-coding",,,2q31.1,285084,ENSG00000231453,OTTHUMG00000154148,1986,Long intergenic non-protein coding RNAs
HGNC:50494,LINC01307,long intergenic non-protein coding RNA 1307,Approved,"RNA, long non-coding",,RP11-157N3.1,1p21.2,104355286,ENSG00000231671,OTTHUMG00000010834,1986,Long intergenic non-protein coding RNAs
HGNC:50497,LINC01309,long intergenic non-protein coding RNA 1309,Approved,"RNA, long non-coding",,TCONS_l2_00007459,13q33.1,104326190,ENSG00000234551,OTTHUMG00000017314,1986,Long intergenic non-protein coding RNAs
HGNC:50501,LINC01310,long intergenic non-protein coding RNA 1310,Approved,"RNA, long non-coding",,WI2-81516E3.1,22q13.32,100128946,ENSG00000205632,OTTHUMG00000150307,1986,Long intergenic non-protein coding RNAs
HGNC:50503,LINC01311,long intergenic non-protein coding RNA 1311,Approved,"RNA, long non-coding",,,22q11.21,100652736,ENSG00000260924,OTTHUMG00000172740,1986,Long intergenic non-protein coding RNAs
HGNC:28525,LINC01312,long intergenic non-protein coding RNA 1312,Approved,"RNA, long non-coding",,MGC34034,6q23.2,154089,ENSG00000223586,OTTHUMG00000015606,1986,Long intergenic non-protein coding RNAs
HGNC:50513,LINC01315,long intergenic non-protein coding RNA 1315,Approved,"RNA, long non-coding",,"lnc-C22orf32-1, C22orf32-1",22q13.2,102723775,ENSG00000229891,OTTHUMG00000150696,1986,Long intergenic non-protein coding RNAs
HGNC:50523,LINC01317,long intergenic non-protein coding RNA 1317,Approved,"RNA, long non-coding",,,2p22.3,104355287,,OTTHUMG00000152138,1986,Long intergenic non-protein coding RNAs
HGNC:50524,LINC01318,long intergenic non-protein coding RNA 1318,Approved,"RNA, long non-coding",,,2p22.3,106144585,ENSG00000237790,OTTHUMG00000152139,1986,Long intergenic non-protein coding RNAs
HGNC:50526,LINC01320,long intergenic non-protein coding RNA 1320,Approved,"RNA, long non-coding",,,2p22.3,104355288,ENSG00000228262,OTTHUMG00000152144,1986,Long intergenic non-protein coding RNAs
HGNC:50528,LINC01322,long intergenic non-protein coding RNA 1322,Approved,"RNA, long non-coding",,RUS,3q26.1,103695433,ENSG00000244128,OTTHUMG00000158130,1986,Long intergenic non-protein coding RNAs
HGNC:50530,LINC01324,long intergenic non-protein coding RNA 1324,Approved,"RNA, long non-coding",LINC01323,,3q26.1,104355289,ENSG00000241767,OTTHUMG00000158064,1986,Long intergenic non-protein coding RNAs
HGNC:50532,LINC01326,long intergenic non-protein coding RNA 1326,Approved,"RNA, long non-coding",,TCONS_00005878,3q26.1,106144540,ENSG00000244321,OTTHUMG00000158209,1986,Long intergenic non-protein coding RNAs
HGNC:50533,LINC01327,long intergenic non-protein coding RNA 1327,Approved,"RNA, long non-coding",,TCONS_00005644,3q26.1,104310350,ENSG00000241669,OTTHUMG00000158284,1986,Long intergenic non-protein coding RNAs
HGNC:50538,LINC01331,long intergenic non-protein coding RNA 1331,Approved,"RNA, long non-coding","LINC01332, LINC01335",,5q13.3,104310351,ENSG00000248673,OTTHUMG00000162462,1986,Long intergenic non-protein coding RNAs
HGNC:50539,LINC01333,long intergenic non-protein coding RNA 1333,Approved,"RNA, long non-coding",,,5q13.3,101929082,ENSG00000249343,OTTHUMG00000162460,1986,Long intergenic non-protein coding RNAs
HGNC:50546,LINC01337,long intergenic non-protein coding RNA 1337,Approved,"RNA, long non-coding",,TCONS_00009713,5q14.1,103689917,ENSG00000251221,OTTHUMG00000162533,1986,Long intergenic non-protein coding RNAs
HGNC:50547,LINC01338,long intergenic non-protein coding RNA 1338,Approved,"RNA, long non-coding",,,5q14.2,102546175,ENSG00000281327,OTTHUMG00000189588,1986,Long intergenic non-protein coding RNAs
HGNC:50549,LINC01339,long intergenic non-protein coding RNA 1339,Approved,"RNA, long non-coding",,,5q14.3,101929495,ENSG00000248555,OTTHUMG00000162621,1986,Long intergenic non-protein coding RNAs
HGNC:50550,LINC01340,long intergenic non-protein coding RNA 1340,Approved,"RNA, long non-coding",LINC02234,,5q15,102546227,ENSG00000250331,OTTHUMG00000162701,1986,Long intergenic non-protein coding RNAs
HGNC:49457,LINC01341,long intergenic non-protein coding RNA 1341,Approved,"RNA, long non-coding",,,1q44,149134,ENSG00000227953,OTTHUMG00000040519,1986,Long intergenic non-protein coding RNAs
HGNC:50551,LINC01342,long intergenic non-protein coding RNA 1342,Approved,"RNA, long non-coding",,,1p36.33,254099,ENSG00000223823,OTTHUMG00000000827,1986,Long intergenic non-protein coding RNAs
HGNC:50553,LINC01343,long intergenic non-protein coding RNA 1343,Approved,"RNA, long non-coding",,,1p34.3,339442,ENSG00000237290,OTTHUMG00000000479,1986,Long intergenic non-protein coding RNAs
HGNC:50554,LINC01344,long intergenic non-protein coding RNA 1344,Approved,"RNA, long non-coding",,,1q25.3,400799,ENSG00000228918,OTTHUMG00000037403,1986,Long intergenic non-protein coding RNAs
HGNC:50564,LINC01345,long intergenic non-protein coding RNA 1345,Approved,"RNA, long non-coding",,,1p36.32,105376672,ENSG00000226374,OTTHUMG00000000731,1986,Long intergenic non-protein coding RNAs
HGNC:50563,LINC01346,long intergenic non-protein coding RNA 1346,Approved,"RNA, long non-coding",,,1p36.32,728716,ENSG00000233304,OTTHUMG00000000499,1986,Long intergenic non-protein coding RNAs
HGNC:50566,LINC01347,long intergenic non-protein coding RNA 1347,Approved,"RNA, long non-coding",,,1q43,731275,ENSG00000214837,OTTHUMG00000039861,1986,Long intergenic non-protein coding RNAs
HGNC:50567,LINC01348,long intergenic non-protein coding RNA 1348,Approved,"RNA, long non-coding",,,1q42.3,731656,ENSG00000280587,OTTHUMG00000189738,1986,Long intergenic non-protein coding RNAs
HGNC:50568,LINC01349,long intergenic non-protein coding RNA 1349,Approved,"RNA, long non-coding",,,1p21.2,100128787,ENSG00000230402,OTTHUMG00000040491,1986,Long intergenic non-protein coding RNAs
HGNC:50575,LINC01350,long intergenic non-protein coding RNA 1350,Approved,"RNA, long non-coding",,,1q25.3,101929093,ENSG00000228309,OTTHUMG00000035577,1986,Long intergenic non-protein coding RNAs
HGNC:50578,LINC01352,long intergenic non-protein coding RNA 1352,Approved,"RNA, long non-coding",,,1q41,101929730,ENSG00000238078,OTTHUMG00000037355,1986,Long intergenic non-protein coding RNAs
HGNC:50580,LINC01353,long intergenic non-protein coding RNA 1353,Approved,"RNA, long non-coding",,,1q32.1,100506775,ENSG00000231507,OTTHUMG00000041219,1986,Long intergenic non-protein coding RNAs
HGNC:50581,LINC01354,long intergenic non-protein coding RNA 1354,Approved,"RNA, long non-coding",,,1q42.2,100506795,ENSG00000231768,OTTHUMG00000037976,1986,Long intergenic non-protein coding RNAs
HGNC:50584,LINC01355,long intergenic non-protein coding RNA 1355,Approved,"RNA, long non-coding",,HYPAL,1p36.12,100996511,ENSG00000261326,OTTHUMG00000175761,1986,Long intergenic non-protein coding RNAs
HGNC:50587,LINC01356,long intergenic non-protein coding RNA 1356,Approved,"RNA, long non-coding",,LIMp27,1p13.2,100996702,ENSG00000215866,OTTHUMG00000012022,1986,Long intergenic non-protein coding RNAs
HGNC:50591,LINC01359,long intergenic non-protein coding RNA 1359,Approved,"RNA, long non-coding",,,1p31.3,101927084,ENSG00000226891,OTTHUMG00000009307,1986,Long intergenic non-protein coding RNAs
HGNC:50593,LINC01360,long intergenic non-protein coding RNA 1360,Approved,"RNA, long non-coding",,,1p31.1,101927295,ENSG00000233973,OTTHUMG00000009566,1986,Long intergenic non-protein coding RNAs
HGNC:50595,LINC01361,long intergenic non-protein coding RNA 1361,Approved,"RNA, long non-coding",,,1p31.1,101927498,ENSG00000236268,OTTHUMG00000009770,1986,Long intergenic non-protein coding RNAs
HGNC:50596,LINC01362,long intergenic non-protein coding RNA 1362,Approved,"RNA, long non-coding",,,1p31.1,103283057,ENSG00000230817,OTTHUMG00000009769,1986,Long intergenic non-protein coding RNAs
HGNC:50598,LINC01363,long intergenic non-protein coding RNA 1363,Approved,"RNA, long non-coding",,RBSG4,1q24.1,101928484,ENSG00000231605,OTTHUMG00000034431,1986,Long intergenic non-protein coding RNAs
HGNC:50599,LINC01364,long intergenic non-protein coding RNA 1364,Approved,"RNA, long non-coding",,,1p22.3,100505768,ENSG00000227290,OTTHUMG00000010252,1986,Long intergenic non-protein coding RNAs
HGNC:50603,LINC01365,long intergenic non-protein coding RNA 1365,Approved,"RNA, long non-coding",,,4q26,101927007,ENSG00000250772,OTTHUMG00000161337,1986,Long intergenic non-protein coding RNAs
HGNC:27416,LINC01366,long intergenic non-protein coding RNA 1366,Approved,"RNA, long non-coding",,,5q35.1,257358,ENSG00000235172,OTTHUMG00000163120,1986,Long intergenic non-protein coding RNAs
HGNC:50608,LINC01370,long intergenic non-protein coding RNA 1370,Approved,"RNA, long non-coding",,HI-LNC25,20q12,100505663,ENSG00000237767,OTTHUMG00000032469,1986,Long intergenic non-protein coding RNAs
HGNC:50623,LINC01372,long intergenic non-protein coding RNA 1372,Approved,"RNA, long non-coding",,,7q11.21,101929736,,OTTHUMG00000156924,1986,Long intergenic non-protein coding RNAs
HGNC:50632,LINC01375,long intergenic non-protein coding RNA 1375,Approved,"RNA, long non-coding",,,10q23.31,101926924,ENSG00000226159,OTTHUMG00000018728,1986,Long intergenic non-protein coding RNAs
HGNC:50637,LINC01376,long intergenic non-protein coding RNA 1376,Approved,"RNA, long non-coding",,,2p24.2-p24.1,400945,ENSG00000236204,OTTHUMG00000151766,1986,Long intergenic non-protein coding RNAs
HGNC:50642,LINC01377,long intergenic non-protein coding RNA 1377,Approved,"RNA, long non-coding",,,5p15.33,102467074,ENSG00000249808,OTTHUMG00000161608,1986,Long intergenic non-protein coding RNAs
HGNC:50645,LINC01378,long intergenic non-protein coding RNA 1378,Approved,"RNA, long non-coding",,,4q26,103689918,ENSG00000236922,OTTHUMG00000059450,1986,Long intergenic non-protein coding RNAs
HGNC:50653,LINC01381,long intergenic non-protein coding RNA 1381,Approved,"RNA, long non-coding",,"TCONS_00002860, DADOT",2p23.3,106144568,ENSG00000230452,OTTHUMG00000152010,1986,Long intergenic non-protein coding RNAs
HGNC:50657,LINC01385,long intergenic non-protein coding RNA 1385,Approved,"RNA, long non-coding",,TCONS_00009424,5q13.2,106144542,ENSG00000251604,OTTHUMG00000162491,1986,Long intergenic non-protein coding RNAs
HGNC:50659,LINC01386,long intergenic non-protein coding RNA 1386,Approved,"RNA, long non-coding",,,5q13.2,104355294,ENSG00000251324,OTTHUMG00000162499,1986,Long intergenic non-protein coding RNAs
HGNC:44660,LINC01387,long intergenic non-protein coding RNA 1387,Approved,"RNA, long non-coding",C18orf64,,18p11.31,100130480,ENSG00000265944,OTTHUMG00000178464,1986,Long intergenic non-protein coding RNAs
HGNC:50660,LINC01388,long intergenic non-protein coding RNA 1388,Approved,"RNA, long non-coding",,TCONS_l2_00029888,9p24.3,101929179,ENSG00000231808,OTTHUMG00000019424,1986,Long intergenic non-protein coding RNAs
HGNC:50661,LINC01389,long intergenic non-protein coding RNA 1389,Approved,"RNA, long non-coding",,,1p33,102724077,ENSG00000225762,OTTHUMG00000007965,1986,Long intergenic non-protein coding RNAs
HGNC:50666,LINC01391,long intergenic non-protein coding RNA 1391,Approved,"RNA, long non-coding",,,3q22.3,103344930,ENSG00000244578,OTTHUMG00000159892,1986,Long intergenic non-protein coding RNAs
HGNC:50668,LINC01392,long intergenic non-protein coding RNA 1392,Approved,"RNA, long non-coding",,,7q31.2,104355291,ENSG00000233607,OTTHUMG00000133696,1986,Long intergenic non-protein coding RNAs
HGNC:50669,LINC01393,long intergenic non-protein coding RNA 1393,Approved,"RNA, long non-coding",,,7q31.2,102724386,ENSG00000225535,OTTHUMG00000065346,1986,Long intergenic non-protein coding RNAs
